Version,GDH,GITC,Na Cit (pH 5.00),Na Cit (pH 5.50),Na Cit (pH 6.11),Na Cit (pH 6.50),Na Cit (pH 8.5),Na Cit (pH 11),Na Cit (pH 11.5),EDTA,IGEPAL,SDS 20%,IPA,Water,NaI 6M,NaI 8M,NaI 8M + thiosulfate,NaI 9M,NaI 10M,LiCl,CaCl2,PEG 8000,PEG 6000,PEG 3350,PEG 1000,PEG 400,TCEP,Phosphate Citrate 0.2M pH 7.8,Phosphate Citrate 0.2M pH 10,Bead Number,Bead Quantity,CTAB 10%,Citric Acid,Phosphate Citrate 1M pH 5,Phosphate Citrate 1M pH 7.8,Phosphate Citrate 1M pH 9,Phosphate Citrate 1M pH 10,NaCl 5M,sodium sulfite (g),sodium acetate 3M,Ammonium Sulfate 8M,Ammonium Sulfate 1M,Ammonium Chloride 4M,Magnesium Chloride 2mM,CDTA 0.5M pH 7
V79,0,1.25,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V79_1,0,1.875,0,0,0,0,0,0.125,0,0.1,0.063,0.188,2.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V80,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V80_1,0,1.875,0,0,0,0,0,0,0.125,0.1,0.063,0.188,2.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V81,0,1.875,0.125,0,0,0,0,0,0,0.1,0.063,0.188,2.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V82,0,1.875,0,0.125,0,0,0,0,0,0.1,0.063,0.188,2.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V83,1.875,0,0,0,0,0,0,0.125,0,0.1,0.063,0.188,2.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V84,1.875,0,0,0,0,0,0,0,0.125,0.1,0.063,0.188,2.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V85,1.875,0,0.125,0,0,0,0,0,0,0.1,0.063,0.188,2.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V86,1.875,0,0,0.125,0,0,0,0,0,0.1,0.063,0.188,2.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V87,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,2.5,0.187,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V88,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.4,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
V88_1,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.9,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
V88_15,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,0.7,1.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
V88_4,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.4,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
V88_5,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.9,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
V88_6,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.9,0.05,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
V89,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,1.5,1.087,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
V90,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0.05,0,0,0,1.875,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_1,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0.05,0,1.875,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2?,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1,0.05,0,3.75,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2,0,0.625,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0.05,0,1.25,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2W2,0,0.625,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.875,0.575,0,1.25,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2W3,0,0.625,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.25,0.05,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2W21,0,0.125,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.875,0.575,0,1.75,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2W22,0,1.125,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.875,0.575,0,0.75,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2W23,0,5.6,0,0,0.5,0,0,0,0,0.4,0.25,0.75,7.5,2.3,0,1.9,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2W24,0,7.44,0,0,0.5,0,0,0,0,0.4,0.25,0.75,7.5,2.3,0,0.06,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2W25,0,3.75,0,0,0.5,0,0,0,0,0.4,0.25,0.75,7.5,2.3,0,3.75,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
V90_2W26,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,7.5,2.5,0,5,0,0,0,0,0,0,0,0,0,0,0.8,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2W27,0,0,0,0,0,0,0,0,0,0.4,0.25,0.75,7.5,2.3,0,5,0,0,0,0,0,0,0,0,0,0,0.8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_2W28,0,0,0,0,0,0,0,0,0,0.4,0.25,0.75,6.5,3.3,0,5,0,0,0,0,0,0,0,0,0,0,0.8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V91,0,1.875,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V91_1,0,1.875,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0.05,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V91_2,0,1.875,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.5,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V91_3,0,1.875,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V91_4,0,1.875,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0.05,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V92,1.875,0,0,0,0,0,0.125,0,0,0.1,0.063,0.188,2,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V92_1,1.875,0,0,0,0,0,0.125,0,0,0.1,0.063,0.188,2,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V92_2,1.875,0,0,0,0,0,0.125,0,0,0.1,0.063,0.188,2,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.05,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V93,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V94,2,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0.05,0,0.375,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V94_1,2,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0.05,0.375,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V95,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V95_1,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V96,1.875,0,0,0,0.125,0,0,0,0,0.1,0.078,0.234,1.98,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V97,1.875,0,0,0,0.125,0,0,0,0,0.1,0.078,0.234,1.98,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V98,1.875,0,0,0,0.125,0,0,0,0,0.1,0.078,0.234,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V99,1.875,0,0,0,0,0,0.125,0,0,0.1,0.063,0.188,2.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V100,1.875,0,0,0.125,0,0,0,0,0,0.1,0.063,0.188,2,0.05,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V101,1.875,0,0,0,0,0.125,0,0,0,0.1,0.063,0.188,2,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V102,1.875,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2,0.05,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V103,1.875,0,0,0.125,0,0,0,0,0,0.1,0.063,0.188,2,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V104,1.875,0,0,0,0,0.125,0,0,0,0.1,0.063,0.188,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1,0,1.25,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1_1,0,1.25,0,0,0.125,0,0,0,0,0,0.063,0.188,2.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2,0,1.25,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.45,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2_1,0,1.25,0,0,0.125,0,0,0,0,0,0.063,0.188,2.45,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3,0,1.25,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3_1,0,1.25,0,0,0.125,0,0,0,0,0,0.063,0.188,2.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4,0,1.25,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.45,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4_1,0,1.25,0,0,0.125,0,0,0,0,0,0.063,0.188,2.45,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5,1.875,0,0,0,0,0,0.125,0,0,0.1,0.063,0.188,2.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5_1,1.875,0,0,0,0,0,0.125,0,0,0,0.063,0.188,2.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V78_1_1,3.125,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,1.25,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V78_1_2,1.875,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,1.25,1.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V78_1_3,4.375,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V78_1_4,1.875,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_1_1,0,0,0,0,0.125,0,0,0,0,0.1,0.3125,0.188,1.25,1.05,0,1.875,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_1_2,0,0,0,0,0.125,0,0,0,0,0.1,0.0625,0.188,1.25,0.675,0,2.15,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_1_3,0,0,0,0,0.125,0,0,0,0,0.1,0.0625,0.188,2.5,2.15,0,1.875,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_1_4,0,0,0,0,0.125,0,0,0,0,0.1,0.3125,0.188,1.875,2.3,0,1.875,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5_1,3.125,0,0,0,0,0,0.125,0,0,0.1,0.063,0.188,1.25,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5_2,1.875,0,0,0,0,0,0.125,0,0,0.1,0.063,0.188,1.25,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5_3,4.375,0,0,0,0,0,0.125,0,0,0.1,0.063,0.188,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5_4,1.875,0,0,0,0,0,0.125,0,0,0.1,0.063,0.188,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_3A,0.1,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0.05,0,1.775,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_3B,0.625,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0.05,0,1.25,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_3H,0.625,0,0,0,0,0,0,0,0.125,0.1,0.063,0.188,2.5,0.05,0,1.25,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_3L,0.625,0,0.125,0,0,0,0,0,0,0.1,0.063,0.188,2.5,0.05,0,1.25,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_4,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.5,0.05,0,1.775,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_4W,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.25,1.255,0,1.775,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_4W2,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.875,0.625,0,1.775,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_4W3,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.25,0.675,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_4W31,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,5,2.5,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_4W32,0,0,0,0,0,0,0,0,0,0.4,0.25,0.75,5,2.5,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_4W33,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,5,4,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
V90_4W34,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,5,3.5,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V90_4W35,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6.5,2.5,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
V90_4W36,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,2.5,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,2,0,20.8,0,0,0,0,0,0,0,0
V90_4W37,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,5,2.5,0,8.1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
V90_4W38,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,5,2.5,0,7.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V90_4W39,0,0,0,0,0.5,0,0,0,0,0.2,0.25,0.75,6,2.7,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V90_4W301,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,2.9,0,6.6,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V90_4W302,0,0,0,0,0.5,0,0,0,0,0.2,0.25,0.75,6,3.1,0,6.6,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V90_4W303,0,0,0,0,0.5,0,0,0,0,0.3,0.25,0.75,6,3,0,6.6,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V90_4W304,0,0,0,0,0.5,0,0,0,0,0.3,0.25,0.75,6,3.1,0,6.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V90_4W305,0,0,0,0,0.5,0,0,0,0,0.4,0.25,1.5,5,1.75,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
V90_4W306,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.25,0.675,0,1.9,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
V90_4W307,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.5,0.725,0,1.9,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
V90_4W308,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.5,0.845,0,1.65,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
